name_list,address_list,maps_url,place_id,name_google,address_google,phone_local,phone_international,lat,lng,opening_hours,rating,total_ratings,website,business_status
ZUS Coffee – Wisma TH Plaza Sentral,"L-01B, Jalan Stesen Sentral 5, Kuala Lumpur Sentral, 50470 Kuala Lumpur","https://www.google.com/maps/place/ZUS+Coffee+-+Wisma+TH+Plaza+Sentral/@3.1352043,101.6838547,17z/data=!4m7!3m6!1s0x31cc49005513e847:0xa10907db532ccb5b!8m2!3d3.1356693!4d101.686099!15sCiNaVVMgQ29mZmVlIC0gV2lzbWEgVEggUGxhemEgU2VudHJhbFojIiF6dXMgY29mZmVlIHdpc21hIHRoIHBsYXphIHNlbnRyYWySAQRjYWZl4AEA!16s%2Fg%2F11w259j4wc?entry=tts&g_ep=EgoyMDI0MDcxMC4wKgBIAVAD",ChIJR-gTVQBJzDERW8ssU9sHCaE,ZUS Coffee - Plaza Sentral (Blok 4),"L-01B, Jalan Stesen Sentral 5, Kuala Lumpur Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",012-816 1340,+60 12-816 1340,3.1326449,101.684894,,4.9,286,https://zuscoffee.com/,CLOSED_TEMPORARILY
"ZUS Coffee – Pertama Complex, Kuala Lumpur","Kiosk No. 3, Kompleks Pertama, Jalan Tuanku Abdul Rahman, 50100 Kuala Lumpur","https://www.google.com/maps/place/ZUS+Coffee+-+Pertama+Complex,+Kuala+Lumpur/@3.1574179,101.6929326,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc49d712d6c5db:0xeaa4f3a614c140e1!8m2!3d3.1574179!4d101.6955075!16s%2Fg%2F11w26b2xy0?entry=tts&g_ep=EgoyMDI0MDcxMC4wKgBIAVAD",ChIJ28XWEtdJzDER4UDBFKbzpOo,"ZUS Coffee - Pertama Complex, Kuala Lumpur","Kiosk No. 3, Kompleks Pertama, Jalan Tuanku Abdul Rahman, Chow Kit, 50100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",012-816 1340,+60 12-816 1340,3.1574179,101.6955075,Monday: 7:00 AM – 9:40 PM; Tuesday: 7:00 AM – 9:40 PM; Wednesday: 7:00 AM – 9:40 PM; Thursday: 7:00 AM – 9:40 PM; Friday: 7:00 AM – 9:40 PM; Saturday: 7:00 AM – 9:40 PM; Sunday: 7:00 AM – 9:40 PM,4.4,56,https://zuscoffee.com/,OPERATIONAL
"ZUS Coffee – Pekan Kapar, Klang","No. 228 (Ground Floor), Jalan Besar KU/13, Pekan Kapar, 42200 Kapar, Selangor","https://www.google.com/maps/place/ZUS+Coffee+-+Pekan+Kapar,+Klang/@3.138639,101.3359591,14z/data=!4m7!3m6!1s0x31cc57dc2a06127b:0x3bc797958ca63ed!8m2!3d3.138639!4d101.370978!15sCh9aVVMgQ29mZmVlIC0gUGVrYW4gS2FwYXIsIEtsYW5nWh4iHHp1cyBjb2ZmZWUgcGVrYW4ga2FwYXIga2xhbmeSAQRjYWZl4AEA!16s%2Fg%2F11w4gpzdqc?entry=tts&g_ep=EgoyMDI0MDcxMC4wKgBIAVAD",ChIJexIGKtxXzDER7WPKWHl5vAM,"ZUS Coffee - Pekan Kapar, Klang","No. 228 (Ground Floor, Jalan Besar KU/13, Pekan Kapar, 42200 Kapar, Selangor, Malaysia",012-816 1340,+60 12-816 1340,3.138639,101.370978,Monday: 7:00 AM – 10:40 PM; Tuesday: 7:00 AM – 10:40 PM; Wednesday: 7:00 AM – 10:40 PM; Thursday: 7:00 AM – 10:40 PM; Friday: 7:00 AM – 10:40 PM; Saturday: 7:00 AM – 10:40 PM; Sunday: 7:00 AM – 10:40 PM,4.5,67,https://zuscoffee.com/,OPERATIONAL
"ZUS Coffee – Sri Rampai, Setapak","No.39 (Ground Floor), Jalan 45/26 Taman Sri Rampai, 53300 Kuala Lumpur.","https://www.google.com/maps/place/ZUS+Coffee+-+Sri+Rampai,+Setapak/@3.1949184,101.7299093,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc3980c4f53aa1:0x86d9f13441bf518e!8m2!3d3.1949184!4d101.7324842!16s%2Fg%2F11w46k1ttj?entry=tts&g_ep=EgoyMDI0MDcxMC4wKgBIAVAD",ChIJoTr1xIA5zDERjlG_QTTx2YY,"ZUS Coffee - Sri Rampai, Setapak","No.39 (Ground Floor, Jalan 45/26, Taman Sri Rampai, 53300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",012-816 1340,+60 12-816 1340,3.1949184,101.7324842,Monday: 7:00 AM – 10:40 PM; Tuesday: 7:00 AM – 10:40 PM; Wednesday: 7:00 AM – 10:40 PM; Thursday: 7:00 AM – 10:40 PM; Friday: 7:00 AM – 10:40 PM; Saturday: 7:00 AM – 10:40 PM; Sunday: 7:00 AM – 10:40 PM,3.8,63,https://zuscoffee.com/,OPERATIONAL
ZUS Coffee – Bloomsvale Shopping Gallery,"G-018, Level Ground Floor, Bloomsvale Shopping Gallery, 137, Jalan Puchong, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur","https://www.google.com/maps/place/ZUS+Coffee+-+Bloomsvale+Shopping+Gallery/@3.0753986,101.6581327,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc4bd22ac8ed8b:0x54e90b31fb890bb4!8m2!3d3.0753986!4d101.6607076!16s%2Fg%2F11w1qj85wy?coh=219816&entry=tts&g_ep=EgoyMDI0MDYyNi4wKgBIAVAD",ChIJi-3IKtJLzDERtAuJ-zEL6VQ,ZUS Coffee - Bloomsvale Shopping Gallery,"Bloomsvale Shopping Gallery, 137, Jalan Puchong, 58200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",012-816 1340,+60 12-816 1340,3.0757414,101.6609174,Monday: 8:00 AM – 9:40 PM; Tuesday: 8:00 AM – 9:40 PM; Wednesday: 8:00 AM – 9:40 PM; Thursday: 8:00 AM – 9:40 PM; Friday: 8:00 AM – 9:40 PM; Saturday: 8:00 AM – 9:40 PM; Sunday: 8:00 AM – 9:40 PM,4.6,108,https://zuscoffee.com/,OPERATIONAL
ZUS Coffee – Bandar Mahkota Cheras,"GK-01, BMC Mall. Jalan Temenggung 21/9, Bandar Mahkota Cheras, 43200 Cheras, Selangor.","https://www.google.com/maps/place/ZUS+Coffee+-+BMC+Mall/@3.0548041,101.7845738,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc35145e253ff3:0x6e0e03427133a176!8m2!3d3.0548041!4d101.7871487!16s%2Fg%2F11sjrt23m7?coh=219816&entry=tts&g_ep=EgoyMDI0MDYyNi4wKgBIAVAD",ChIJVRe8yBo1zDERT0iCKsSqxQg,ZUS Coffee - Bandar Mahkota Cheras,"52-G (Ground Floor, Jalan Temenggung 7/9, Bandar Mahkota Cheras, 43200 Kajang, Selangor, Malaysia",012-816 1340,+60 12-816 1340,3.0511337,101.7876971,Monday: 8:00 AM – 9:40 PM; Tuesday: 8:00 AM – 9:40 PM; Wednesday: 8:00 AM – 9:40 PM; Thursday: 8:00 AM – 9:40 PM; Friday: 8:00 AM – 9:40 PM; Saturday: 8:00 AM – 9:40 PM; Sunday: 8:00 AM – 9:40 PM,4,95,https://zuscoffee.com/,OPERATIONAL
ZUS Coffee – KL Traders Square,"51-G, KLTS, NO. 99, JALAN GOMBAK, SETAPAK, 53000, KUALA LUMPUR","https://www.google.com/maps/place/ZUS+Coffee+-+KL+Traders+Square/@3.2032226,101.7010335,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc47ecb365461d:0xca39823aadcbcd4a!8m2!3d3.2032226!4d101.7036084!16s%2Fg%2F11w1qh58bm?coh=219816&entry=tts&g_ep=EgoyMDI0MDYyNi4wKgBIAVAD",ChIJtdUuHwBHzDERknHCDIpSlDI,ZUS Coffee - KL Traders Square,"51-G, BLOCK B, PLAZA KL TRADERS SQUARE, Kampung Kuantan, 53000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,3.2038813,101.7034026,Monday: 7:00 AM – 10:40 PM; Tuesday: 7:00 AM – 10:40 PM; Wednesday: 7:00 AM – 10:40 PM; Thursday: 7:00 AM – 10:40 PM; Friday: 7:00 AM – 10:40 PM; Saturday: 7:00 AM – 10:40 PM; Sunday: 7:00 AM – 10:40 PM,4.4,101,,OPERATIONAL
"ZUS Coffee – Bandar Kinrara 5, Puchong","No 10(GF), Jalan BK 5A/2C, Bandar Kinrara 5, 47180 Puchong, Selangor","https://www.google.com/maps/place/ZUS+Coffee+-+Bandar+Kinrara+5,+Puchong/@3.0474434,101.6437381,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc4b0025e88ca7:0xa11f4c52f1de4828!8m2!3d3.0474434!4d101.646313!16s%2Fg%2F11y5j7nxkb?coh=219816&entry=tts&g_ep=EgoyMDI0MDYyNi4wKgBIAVAD",ChIJp4zoJQBLzDERKEje8VJMH6E,ZUS Coffee • Bandar Kinrara 5 • Puchong,"No 10(GF, Jln BK 5a/2c, Bandar Kinrara 5, 47180 Puchong, Selangor, Malaysia",012-816 1340,+60 12-816 1340,3.0474434,101.646313,Monday: 7:00 AM – 10:40 PM; Tuesday: 7:00 AM – 10:40 PM; Wednesday: 7:00 AM – 10:40 PM; Thursday: 7:00 AM – 10:40 PM; Friday: 7:00 AM – 10:40 PM; Saturday: 7:00 AM – 10:40 PM; Sunday: 7:00 AM – 10:40 PM,4.1,83,https://zuscoffee.com/,OPERATIONAL
ZUS Coffee – KPJ Kajang Specialist Hospital,"KPJ Kajang Specialist Hospital, Jalan Cheras, Kampung Sungai Kantan, 43000 Kajang, Selangor.","https://www.google.com/maps/place/ZUS+Coffee+-+KPJ+Kajang+Specialist+Hospital/@2.9998668,101.7831413,17z/data=!3m1!4b1!4m6!3m5!1s0x31cdcb6254f5ec01:0xd6d4696864fa2ac9!8m2!3d2.9998668!4d101.7857162!16s%2Fg%2F11w1qhcv8d?coh=219816&entry=tts&g_ep=EgoyMDI0MDYyNi4wKgBIAVAD",ChIJAez1VGLLzTERySr6ZGhp1NY,ZUS Coffee - KPJ Kajang Specialist Hospital,"KPJ Kajang Specialist Hospital, Jalan Cheras, Kampung Sungai Kantan, 43000 Kajang, Selangor, Malaysia",012-816 1340,+60 12-816 1340,2.9998668,101.7857162,Monday: 8:00 AM – 8:40 PM; Tuesday: 8:00 AM – 8:40 PM; Wednesday: 8:00 AM – 8:40 PM; Thursday: 8:00 AM – 8:40 PM; Friday: 8:00 AM – 8:40 PM; Saturday: 8:00 AM – 8:40 PM; Sunday: 8:00 AM – 8:40 PM,4.3,32,https://zuscoffee.com/,OPERATIONAL
ZUS Coffee – Kuala Kubu Baru,"No.18(GF), Jalan Mat Kilau, Pekan Kuala Kubu Bharu, 44000 Kuala Kubu Baru, Selangor","https://www.google.com/maps/place/ZUS+Coffee+-+Kuala+Kubu+Baru/@3.5631559,101.6563861,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc73deeeae8c25:0x83ceabaf3bb9ae34!8m2!3d3.5631559!4d101.658961!16s%2Fg%2F11y42bn95l?coh=219816&entry=tts&g_ep=EgoyMDI0MDYxOS4xKgBIAVAD",ChIJJYyu7t5zzDERNK65O6-rzoM,ZUS Coffee - Kuala Kubu Bharu,"No.18(GF, Jalan Mat Kilau, Pekan Kuala Kubu Bharu, 44000 Kuala Kubu Baru, Selangor, Malaysia",012-816 1340,+60 12-816 1340,3.5634198,101.6594526,Monday: 9:00 AM – 9:40 PM; Tuesday: 9:00 AM – 9:40 PM; Wednesday: 9:00 AM – 9:40 PM; Thursday: 9:00 AM – 9:40 PM; Friday: 9:00 AM – 9:40 PM; Saturday: 9:00 AM – 9:40 PM; Sunday: 9:00 AM – 9:40 PM,4.5,42,https://zuscoffee.com/,OPERATIONAL
"ZUS Coffee – Menara Axis, Petaling Jaya","Grd-05, Ground Floor, Menara Axis, No 2, Jalan 51A/ 223,46100 Petaling Jaya, Selangor","https://www.google.com/maps/place/ZUS+Coffee+-+Menara+Axis,+Petaling+Jaya/@3.1031466,101.6364024,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc4badc76abf5f:0x50441e48d047c5fb!8m2!3d3.1031466!4d101.6389773!16s%2Fg%2F11y5ggrd5z?coh=219816&entry=tts&g_ep=EgoyMDI0MDYxOS4xKgBIAVAD",ChIJX79qx61LzDER-8VH0EgeRFA,"ZUS Coffee - Menara Axis, Petaling Jaya","Grd-05, Ground Floor, Menara Axis, 2, Jalan 51a/223, Seksyen 51a, 46100 Petaling Jaya, Selangor, Malaysia",012-816 1340,+60 12-816 1340,3.1031466,101.6389773,Monday: 7:00 AM – 6:40 PM; Tuesday: 7:00 AM – 6:40 PM; Wednesday: 7:00 AM – 6:40 PM; Thursday: 7:00 AM – 6:40 PM; Friday: 7:00 AM – 6:40 PM; Saturday: 7:00 AM – 6:40 PM; Sunday: Closed,3.4,59,https://zuscoffee.com/,OPERATIONAL
ZUS Coffee – Central I-City,"Lot L1-10A, Level One, Central I-City, No. 1, Persiaran Multimedia, Seksyen 7, Jalan Plumbum 7/102, I-City, 40000 Shah Alam, Selangor","https://www.google.com/maps/place/ZUS+Coffee+-+Central+I-City/@3.062446,101.4791761,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc5325dd46c6e3:0x8116fdecf0ddb2fb!8m2!3d3.062446!4d101.481751!16s%2Fg%2F11vy34mrj8?coh=219816&entry=tts&g_ep=EgoyMDI0MDYxOS4xKgBIAVAD",ChIJ48ZG3SVTzDER-7Ld8Oz9FoE,ZUS Coffee - Central i-City,"Lot L1-10A, Level One, Central I-City. 1, Persiaran Multimedia, Seksyen 7, Jalan Plumbum 7/102, I-city, 40000 Shah Alam, Selangor, Malaysia",012-816 1340,+60 12-816 1340,3.062446,101.481751,Monday: 10:00 AM – 9:40 PM; Tuesday: 10:00 AM – 9:40 PM; Wednesday: 10:00 AM – 9:40 PM; Thursday: 10:00 AM – 9:40 PM; Friday: 10:00 AM – 9:40 PM; Saturday: 10:00 AM – 9:40 PM; Sunday: 10:00 AM – 9:40 PM,4.1,186,https://zuscoffee.com/,OPERATIONAL
ZUS Coffee – Taman Sri Muda,"No.16-G (Ground Floor), Jalan Murni 25/61, Taman Sri Muda, 40400 Shah Alam, Selangor","https://www.google.com/maps/place/ZUS+COffee+-+Taman+Sri+Muda/@3.0327538,101.5339493,17z/data=!3m1!4b1!4m6!3m5!1s0x31cdb3a1ad837d6d:0xeed9011ed5a56028!8m2!3d3.0327538!4d101.5365242!16s%2Fg%2F11y56np0qj?coh=219816&entry=tts&g_ep=EgoyMDI0MDYxOS4xKgBIAVAD",ChIJbX2DraGzzTERKGCl1R4B2e4,ZUS Coffee - Taman Sri Muda,"No.16-G (Ground Floor, Jalan Murni 25/61, Taman Sri Muda, 40400 Shah Alam, Selangor, Malaysia",012-816 1340,+60 12-816 1340,3.0325556,101.5356762,,4.1,49,https://zuscoffee.com/,CLOSED_PERMANENTLY
"ZUS Coffee – Alam Avenue 2, Shah Alam Seksyen 16","C-15-G, Jalan Serai Wangi L 16/L, Seksyen 16, Alam Avenue 2, 40200 Shah Alam, Selangor","https://www.google.com/maps/place/ZUS+Coffee+-+Alam+Avenue+2,+Shah+Alam+Seksyen+16/@3.0575829,101.4879961,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc530dfcacbb4b:0x6abc27ec2b83c8c6!8m2!3d3.0575829!4d101.490571!16s%2Fg%2F11y56kc_1k?coh=219816&entry=tts&g_ep=EgoyMDI0MDYxOS4xKgBIAVAD",ChIJS7us_A1TzDERxsiDK-wnvGo,"ZUS Coffee - Alam Avenue 2, Seksyen 16 Shah Alam","C-17-G, Jalan Serai Wangi L 16/L, Seksyen 16, 2, Alam Avenue, 40200 Shah Alam, Selangor, Malaysia",012-816 1340,+60 12-816 1340,3.057131,101.4905472,Monday: 7:00 AM – 10:40 PM; Tuesday: 7:00 AM – 10:40 PM; Wednesday: 7:00 AM – 10:40 PM; Thursday: 7:00 AM – 10:40 PM; Friday: 7:00 AM – 10:40 PM; Saturday: 7:00 AM – 10:40 PM; Sunday: 7:00 AM – 10:40 PM,4.6,59,https://zuscoffee.com/,OPERATIONAL
ZUS Coffee – Kuchai Entrepreneurs Park,"No. 29 (Ground Floor), Jalan 1/116 B, Off, Jalan Kuchai Lama, Kuchai Entrepreneurs Park, 58200 Kuala Lumpur.","https://www.google.com/maps/place/ZUS+Coffee+-+Kuchai+Entrepreneurs+Park/@3.088799,101.6867833,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc4bd62a540c49:0x1bd577a053d6ffe6!8m2!3d3.088799!4d101.6893582!16s%2Fg%2F11y51gtlwj?coh=219816&entry=tts&g_ep=EgoyMDI0MDYxOS4xKgBIAVAD",ChIJSQxUKtZLzDER5v_WU6B31Rs,Zus Coffee Kuchai Entrepreneurs Park,"Kuchai Lama, 29, Jalan Kuchai Maju, Kuchai Entrepreneurs Park, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",012-816 1340,+60 12-816 1340,3.0894417,101.6894284,Monday: 7:00 AM – 10:40 PM; Tuesday: 7:00 AM – 10:40 PM; Wednesday: 7:00 AM – 10:40 PM; Thursday: 7:00 AM – 10:40 PM; Friday: 7:00 AM – 10:40 PM; Saturday: 7:00 AM – 10:40 PM; Sunday: 7:00 AM – 10:40 PM,4.5,220,https://zuscoffee.com/,OPERATIONAL
"ZUS Coffee – Jalil Link 1, Bukit Jalil","No.20(GF), Jalan Jalil Jaya 2, Jalil Link, Bukit Jalil 57000 WP Kuala Lumpur","https://www.google.com/maps/place/ZUS+Coffee+-+Jalil+Link+1,+Bukit+Jalil/@3.0590534,101.671134,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc4b6371ef3201:0x8f36bf71a7b9396f!8m2!3d3.0590534!4d101.6737089!16s%2Fg%2F11vxz17wp7?coh=219816&entry=tts&g_ep=EgoyMDI0MDYxOS4xKgBIAVAD",ChIJATLvcWNLzDERbzm5p3G_No8,"ZUS Coffee - The Link, Bukit Jalil","No.20(GF), Jalan Jalil Jaya 2, Jalil Link, Bukit Jalil, 57000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",012-816 1340,+60 12-816 1340,3.0582492,101.6737649,Monday: 7:00 AM – 10:40 PM; Tuesday: 7:00 AM – 10:40 PM; Wednesday: 7:00 AM – 10:40 PM; Thursday: 7:00 AM – 10:40 PM; Friday: 7:00 AM – 10:40 PM; Saturday: 7:00 AM – 10:40 PM; Sunday: 7:00 AM – 10:40 PM,3.9,64,https://zuscoffee.com/,OPERATIONAL
ZUS Coffee – Menara Technip Energies,"Menara Technip Energies, 38, Jalan Inai, Imbi, 55100 Kuala Lumpur, Federal Territory of Kuala Lumpur","https://www.google.com/maps/place/ZUS+Coffee+-+Menara+Technip+Energies/@3.1452556,101.7180599,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc37fc6ecc7e5f:0x388a194bd308c4c8!8m2!3d3.1452556!4d101.7206348!16s%2Fg%2F11y56nk19h?coh=219816&entry=tts&g_ep=EgoyMDI0MDYxOS4xKgBIAVAD",ChIJX37Mbvw3zDERyMQI00sZijg,ZUS Coffee - Menara Technip Energies,"38, Jalan Inai, Imbi, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",012-816 1340,+60 12-816 1340,3.1452556,101.7206348,Monday: 7:00 AM – 6:40 PM; Tuesday: 7:00 AM – 6:40 PM; Wednesday: 7:00 AM – 6:40 PM; Thursday: 7:00 AM – 6:40 PM; Friday: 7:00 AM – 6:40 PM; Saturday: 7:00 AM – 6:40 PM; Sunday: Closed,4.1,44,https://zuscoffee.com/,OPERATIONAL
"ZUS Coffee – Jakel Mall, Kuala Lumpur","Lot SC.02 & SC.03, Jakel Mall, Lot 159, Jakel Square Off, Jalan Munshi Abdullah, City Centre, 50100 Kuala Lumpur","https://www.google.com/maps/place/ZUS+Coffee+-+Jakel+Mall,+Kuala+Lumpur/@3.1535044,101.6962979,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc498159c4c221:0xe78bc18ef6948d91!8m2!3d3.1535044!4d101.6988728!16s%2Fg%2F11vxpfhv1m?coh=219816&entry=tts&g_ep=EgoyMDI0MDYxOS4xKgBIAVAD",ChIJIcLEWYFJzDERkY2U9o7Bi-c,"ZUS Coffee - Jakel Mall, Kuala Lumpur","Lot SC.02 & SC.03, Jakel Mall, Lot 159, Jakel Square, Off, Jalan Munshi Abdullah, City Centre, 50100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",012-816 1340,+60 12-816 1340,3.1538864,101.699588,Monday: 8:00 AM – 8:40 PM; Tuesday: 8:00 AM – 8:40 PM; Wednesday: 8:00 AM – 8:40 PM; Thursday: 8:00 AM – 8:40 PM; Friday: 8:00 AM – 8:40 PM; Saturday: 8:00 AM – 8:40 PM; Sunday: 8:00 AM – 8:40 PM,4.1,125,https://zuscoffee.com/,OPERATIONAL
"ZUS Coffee – Anggun City, Rawang","Lot 40-1, Pusat Komersial Anggun City, 1, Jalan Anggun City 1, Taman Anggun, 48000 Rawang, Selangor","https://www.google.com/maps/place/ZUS+Coffee+-+Anggun+City,+Rawang/@3.3174164,101.5334683,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc4311bc81392b:0x2945a81b2b0f7bcf!8m2!3d3.3174164!4d101.5360432!16s%2Fg%2F11vxz0bf4x?coh=219816&entry=tts&g_ep=EgoyMDI0MDYxOS4xKgBIAVAD",ChIJKzmBvBFDzDERz3sPKxuoRSk,"ZUS Coffee - Anggun City, Rawang","Lot 40-1, Pusat Komersial Anggun City, 1, Jalan Anggun City 1, Taman Anggun, 48000 Rawang, Selangor, Malaysia",012-816 1340,+60 12-816 1340,3.319399,101.5368026,Monday: 10:00 AM – 9:40 PM; Tuesday: 10:00 AM – 9:40 PM; Wednesday: 10:00 AM – 9:40 PM; Thursday: 10:00 AM – 9:40 PM; Friday: 10:00 AM – 9:40 PM; Saturday: 10:00 AM – 9:40 PM; Sunday: 10:00 AM – 9:40 PM,4.3,28,https://zuscoffee.com/,OPERATIONAL
"ZUS Coffee – Olive Business Park, Seri Kembangan","No 36 (LG), Jalan BS 1/3, Pusat Perdagangan Olive Hill, Taman Bukit Serdang Seksyen 1, 43300 Seri Kembangan, Selangor.","https://www.google.com/maps/place/ZUS+Coffee/@3.0136117,101.6909419,17z/data=!3m1!4b1!4m6!3m5!1s0x31cdb5ad938683c3:0xcae6976976decc2a!8m2!3d3.0136117!4d101.6958128!16s%2Fg%2F11v_4c9h6q?coh=219816&entry=tts&g_ep=EgoyMDI0MDYxOS4xKgBIAVAD",ChIJw4OGk621zTERKszedmmX5so,"ZUS Coffee - Olive Hill, Seri Kembangan","No 36 (LG), Jalan BS 1/3, Pusat Perdagangan Olive Hill, Seksyen 1, Taman Bukit Serdang, 43300 Seri Kembangan, Selangor, Malaysia",012-816 1340,+60 12-816 1340,3.0136481,101.6961737,Monday: 8:00 AM – 9:40 PM; Tuesday: 8:00 AM – 9:40 PM; Wednesday: 8:00 AM – 9:40 PM; Thursday: 8:00 AM – 9:40 PM; Friday: 8:00 AM – 9:40 PM; Saturday: 8:00 AM – 9:40 PM; Sunday: 8:00 AM – 9:40 PM,3.9,68,https://zuscoffee.com/,OPERATIONAL
ZUS Coffee – Bukit Tinggi 1,"No.26-G, Lorong Batu Nilam 3a, Bandar Bukit Tinggi 41200 Klang","https://www.google.com/maps/place/ZUS+Coffee+-+Bukit+Tinggi+1/@3.0086592,101.4319692,17z/data=!3m1!4b1!4m6!3m5!1s0x31cdad1cc63ca0e7:0xd4f4146d70594a0f!8m2!3d3.0086592!4d101.4345441!16s%2Fg%2F11y50f60rj?entry=tts&g_ep=EgoyMDI0MDYwMy4wKgBIAVAD",ChIJ56A8xhytzTERD0pZcG0U9NQ,"ZUS Coffee - Bukit Tinggi 1, Klang","26-G, Lorong Batu Nilam 3A, Bandar Bukit Tinggi 1, 41200 Klang, Selangor, Malaysia",012-816 1340,+60 12-816 1340,3.0086592,101.4345441,Monday: 8:00 AM – 9:40 PM; Tuesday: 8:00 AM – 9:40 PM; Wednesday: 8:00 AM – 9:40 PM; Thursday: 8:00 AM – 9:40 PM; Friday: 8:00 AM – 9:40 PM; Saturday: 8:00 AM – 9:40 PM; Sunday: 8:00 AM – 9:40 PM,4,78,https://zuscoffee.com/,OPERATIONAL
ZUS Coffee – CALTEX Eco Ardence,"No. 2, Jalan Eco Ardence U12/36, Seksyen U12 40170, Shah Alam, Selangor","https://www.google.com/maps/place/ZUS+Coffee/@3.0899378,101.4747085,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc53006e995959:0xdb6b103391dcfd11!8m2!3d3.0899378!4d101.4772834!16s%2Fg%2F11y4z61852?entry=tts&g_ep=EgoyMDI0MDYwMy4wKgBIAVAD",ChIJWVmZbgBTzDEREf3ckTMQa9s,ZUS Coffee - Caltex Eco Ardence,"Lot P1, Jalan Eco Ardence U12/36, Seksyen U12, 40170 Shah Alam, Selangor, Malaysia",,,3.089889700000001,101.4774471,Monday: 7:00 AM – 10:40 PM; Tuesday: 7:00 AM – 10:40 PM; Wednesday: 7:00 AM – 10:40 PM; Thursday: 7:00 AM – 10:40 PM; Friday: 7:00 AM – 10:40 PM; Saturday: 7:00 AM – 10:40 PM; Sunday: 7:00 AM – 10:40 PM,4.5,79,http://zuscoffee.com/,OPERATIONAL
"ZUS Coffee – Jalan Seri Mas 1, Hulu Langat","No.33 (Ground Floor), Jalan Seri Mas 1, Taman Seri Emas, 43100 Hulu Langat, Selangor.","https://www.google.com/maps/place/ZUS+Coffee+-+Jalan+Seri+Mas+1,+Hulu+Langat/@3.0975572,101.797103,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc33865821bdad:0x5b34abc31386de31!8m2!3d3.0975572!4d101.7996779!16s%2Fg%2F11v_4bwshp?entry=tts&g_ep=EgoyMDI0MDYwMy4wKgBIAVAD",ChIJrb0hWIYzzDERMd6GE8OrNFs,"ZUS Coffee - Jalan Seri Mas 1, Hulu Langat","No.33 (Ground Floor, Jln Seri Mas 1, Taman Seri Emas, 43100 Hulu Langat, Selangor, Malaysia",012-816 1340,+60 12-816 1340,3.0975572,101.7996779,Monday: 7:00 AM – 10:40 PM; Tuesday: 7:00 AM – 10:40 PM; Wednesday: 7:00 AM – 10:40 PM; Thursday: 7:00 AM – 10:40 PM; Friday: 7:00 AM – 10:40 PM; Saturday: 7:00 AM – 10:40 PM; Sunday: 7:00 AM – 10:40 PM,4.7,76,https://zuscoffee.com/,OPERATIONAL
ZUS Coffee – Pekan Semenyih,"No.40 (Ground Floor), Jalan Pasar Baru, Pekan Semenyih, 43500 Semenyih, Selangor.","https://www.google.com/maps/place/ZUS+Coffee+-+Pekan+Semenyih/@2.9462041,101.8438931,17z/data=!3m1!4b1!4m6!3m5!1s0x31cdcf3ed9896841:0x312638dea079ac6b!8m2!3d2.9462041!4d101.846468!16s%2Fg%2F11y4lqb_2p?entry=tts&g_ep=EgoyMDI0MDUxNC4wKgBIAVAD",ChIJQWiJ2T7PzTERa6x5oN44JjE,ZUS Coffee • Pekan Semenyih,"No.40 (Ground Floor, Jalan Pasar Baru, Pekan Semenyih, 43500 Semenyih, Selangor, Malaysia",012-816 1340,+60 12-816 1340,2.9462041,101.846468,Monday: 8:00 AM – 9:40 PM; Tuesday: 8:00 AM – 9:40 PM; Wednesday: 8:00 AM – 9:40 PM; Thursday: 8:00 AM – 9:40 PM; Friday: 8:00 AM – 9:40 PM; Saturday: 8:00 AM – 9:40 PM; Sunday: 8:00 AM – 9:40 PM,4.6,56,https://zuscoffee.com/,OPERATIONAL
